Salesperson,CustomerName,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24
CAROL,HEALTH WORKS LIMITED,,,,,,,,,,,,,,,,,,,,,,,"11,730.38400"
CAROL,IZYCUT LABELS,,,,,,,,,,,,,,,,,,,,,,"5,742.00000",
CAROL,JANI COSMETICS KENYA LTD,,,,,,,,,,,,,,,,,,,,,,"133,697.65600","59,549.76000"
CAROL,JUANCO SPS LTD,,,,,,,,,,,,,,,,,,,,,,,"36,192.00000"
CAROL,JUBILEE TISSUE INDUSTRIES LIMITED,,,,,,,,,,,,,,,,,,,,,,"136,543.60000","101,442.00000"
CAROL,KENPOLY MANUFACTURERS LIMITED,,,,,,,,,,,,,,,,,,,,,,"875,397.36400","423,906.40960"
CAROL,LAKI LAKI LTD,,,,,,,,,,,,,,,,,,,,,,,"194,779.77600"
CAROL,MALACHITE LIMITED - DR,,,,,,,,,,,,,,,,,,,,,,"839,337.81280","1,853,029.93600"
CAROL,MART NETWORKS KENYA LIMITED,,,,,,,,,,,,,,,,,,,,,,,"1,037.04000"
CAROL,MIA WINES & SPIRITS INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,"30,276.00000",
CAROL,MURPHY CHEMICALS EAST AFRICA LIMITED,,,,,,,,,,,,,,,,,,,,,,,"98,531.56000"
CAROL,NABICO ENTERPRISES LIMITED,,,,,,,,,,,,,,,,,,,,,,818.03200,"67,010.88000"
CAROL,NESTLE KENYA LIMITED,,,,,,,,,,,,,,,,,,,,,"4,640.00000","711,245.30000","210,508.10000"
CAROL,PRADIP ENTERPRISES (EA) LTD,,,,,,,,,,,,,,,,,,,,,,"262,508.00000","1,247,710.50000"
CAROL,RELIANCE HOTELS LTD,,,,,,,,,,,,,,,,,,,,,,"30,450.00000",
CAROL,REX INTERNATIONAL LTD,,,,,,,,,,,,,,,,,,,,,,"4,872.00000",
CAROL,RINZ PRODUCTS LIMITED,,,,,,,,,,,,,,,,,,,,,,,"16,240.00000"
CAROL,ROSETO LIMITED,,,,,,,,,,,,,,,,,,,,,,"11,658.00000","1,102.00000"
CAROL,ROSHNI DISTRIBUTORS LIMITED,,,,,,,,,,,,,,,,,,,,,,"66,990.00000","153,120.00000"
CAROL,SIERRA FLORA LIMITED,,,,,,,,,,,,,,,,,,,,,,"42,293.60000","1,322.40000"
CAROL,SOUTH LEMON LIMITED,,,,,,,,,,,,,,,,,,,,,,"42,983.80000","247,561.40000"
CAROL,SOYS LIMITED,,,,,,,,,,,,,,,,,,,,,,,"7,962.24000"
CAROL,TAWI NATURAL LIMITED,,,,,,,,,,,,,,,,,,,,,,,"67,994.56000"
CAROL,TOP FOOD LIMITED,,,,,,,,,,,,,,,,,,,,,,"1,089,935.30400","219,783.85440"
CAROL,TULIVU GARDENS LIMITED,,,,,,,,,,,,,,,,,,,,,,"25,984.00000",
CAROL,VIVA GLOBAL LIMITED,,,,,,,,,,,,,,,,,,,,,,"22,085.47200","9,424.76800"
CAROL,VIVO ENERGY KENYA LIMITED,,,,,,,,,,,,,,,,,,,,,,,"3,324.56000"
CAROL,X-CENTRIC LIMITED,,,,,,,,,,,,,,,,,,,,,,"1,392.00000","19,975.20000"
CAROL,YEMKEN TRADING COMPANY LIMITED,,,,,,,,,,,,,,,,,,,,,,,"69,971.20000"
CAROL,ZD INDUSTRIES LIMITED,,,,,,,,,,,,,,,,,,,,,,,"105,759.98400"
CAROL,ADVANCE PLASTICS LIMITED-DR,,,,,,,,,,,"34,104.00000",,,,,,,,,,,,
CAROL,AGI NATURAL LIMITED,,,,,,,,,,,,,,,,,,,,,"3,480.00000",,
CAROL,ALIMP GROUP LIMITED,,,,,,,,,,,,,,,,,,,"47,573.54880","17,867.01600",,,"36,790.09600"
CAROL,BENARD WAKABA GITHAIGA,,,,,,,,,"95,584.00000","210,819.09600","132,105.44000","69,822.25600","84,071.69600","159,593.72800","77,659.44800","47,023.15200","66,259.89600",,"4,100.00000","79,796.86400","92,621.36000",,"109,720.68800"
CAROL,BIZMED  SOLUTION,,,,,,,,,,,,,,,,,,"10,001.52000",,,,,
CAROL,C & P SHOE INDUSTRIES LTD - DR,,,"355,295.85000",,,,,,,,,,,,,,,,,,,,
CAROL,CANON CHEMICALS LTD,"47,020.60000",,,,,,,,,,,,,,,,,,,,,,
CAROL,CASABELLA ASSOCIATES LTD,,,,,,,,,,"17,400.00000",,,,,,,,,,,"23,200.00000",,
CAROL,CENTRAL PARK BEES LIMITED,"53,409.30000",,,,,,,,,,,,,,,,,,,,,,
CAROL,CHEKALYN PRIME ENTERPRISES LTD,"25,264.80000",,,,,,,,,,,,,,,,,,,,,,
CAROL,CHEMICALS AND SCHOOL SUPPLIES LIMITED,,,,"29,000.00000","63,800.00000",,,,,,,,,,,,,,,,,"30,160.00000",
CAROL,CLOROX SUB-SAHARA AFRICA LTD,"7,163.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,CO PROMOTION LIMITED,,,,,,,"4,036.80000",,,,,,,,,,,,,,,,
CAROL,COLOUR LABEL LTD,,,,,"368,253.60000","-368,253.60000",,,,,,,,,,,,,,,,,
CAROL,DEIS FARM LTD,,,,,,"11,600.00000",,,,,,,,,,,,,,,,,
CAROL,DOMAINE KENYA LIMITED,"5,250.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,EDEN DAIRY LTD,"44,370.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,FOAM MATTRESSES LIMITED,"304,954.72000",,,,,,,,,,,,,,,,,,,,,,
CAROL,GENERICS AFRICA LIMITED,"12,180.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,GLACIER PRODUCTS LTD,,,,,,,,,,,,,,,,,,,,,,"93,960.00000",
CAROL,GLOBAL MARK FOODS LTD,"831,256.00000","29,371.20000",,,,,,,,,,,,,,,,,,,,,
CAROL,GOLDEN AFRICA KENYA LIMITED,"156,802.18800",,,,,,,,,,,,,,,,,,,,,,
CAROL,GOLDEN DIAMOND AQUIFERS,,,,,,,,,,"46,400.00000",,,,,,,,,,,,,
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,"8,874.00000","21,808.00000","59,774.80000",,,"-10,800.99200",,"8,874.00000","35,496.00000","23,200.00000",,,,,,"23,200.00000",,,"4,640.00000",,,"9,280.00000",
CAROL,IMPALA AUTO SPARES LTD,"2,676.23600",,,,,,,,,,,,,,,,,,,,,,
CAROL,ISHYO FOODS LIMITED,,,"129,500.00000",,,,,,,,,,,,,,,,,,,,
CAROL,ITALIAN GELATI & FOOD PRODUCTS LTD,"168,292.80000",,,,,,,,,,,,,,,,,,,,,,
CAROL,IZYCUT LABELS,"29,169.36000","12,632.40000","56,271.60000","6,660.72000","31,236.48000","15,388.56000","18,833.76000","19,140.00000","35,217.60000","17,915.04000","11,407.44000","28,174.08000","9,034.08000","7,043.52000","17,072.88000","8,421.60000","4,670.16000","10,718.40000",,,,,
CAROL,JACKSON MUREMERA,"189,040.00000","172,550.40000",,,,,,,,,,,,,,,,,,,,,
CAROL,JACKSON MUROMORA,,,,,,,,,,,,"68,672.00000",,,,,,,,,,,
CAROL,JACNZU AGENCIES,,,,,,,,,,,,,,,,,,"85,048.00000",,,,,
CAROL,John Karumbi,,,,,,,,,"50,000.00200",,,,,,,,,,,,,,
CAROL,KAZIFRESH LIMITED,,,,,,,,,,,,,,,,,,"108,423.17200",,,,,
CAROL,KEFFRYS BRAND,,,,,,,,,,,,,"16,129.80000",,,,,,,,,,
CAROL,KENTASTE PRODUCTS,,,,,,,"23,548.00000",,,,,,,,,,,,,,,,
CAROL,KEVIAN KENYA LIMITED,"1,532,106.15720","815,354.39520",,,,,,,,,,,,,,,,,,,,,
CAROL,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,"377,500.00000","377,500.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,LAKE GAS LTD,"56,666.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,LELACH DAIRIES LIMITED,,"9,280.00000","27,840.00000",,"17,469.60000","11,600.00000","40,669.60000","23,200.00000",,,,,"62,779.20000","23,200.00000",,,,"12,829.60000",,,,,
CAROL,LEO INVESTMENTS LTD/CONCORD,,,,,,"45,800.00000",,,,,,,,,,,,,,,,,
CAROL,LESTER DAIRIES,"24,441.20000",,,,,,,,,,,,,,,,,,,,,,
CAROL,LOKI VENTURES LIMITED,,,,,,,"59,160.00000",,,,,,,,,,,,,,,,
CAROL,LUFION MANUFACTURERS,"12,992.00000","12,528.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,MAGNUM ENGINEERS,,,,,,,,,,,,,,,,,,"7,540.00000",,,,,
CAROL,MAMA O DAIRIES,,"13,920.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,MARY NJERI,,,,,,,,,,,,,,,,,,"188,755.20000",,,,,
CAROL,MEDITEC EA FAIRLIFE LIMITED,,"50,750.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,METAL CROWN,"169,389.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,MOVIT PRODUCTS (KENYA) LIMITED,,,,"20,984.40000",,,,,,,,,,,,,,,,,,,
CAROL,MURPHY CHEMICALS,,,,,,,,,,,,,,,,,"28,814.40000",,,,,,
CAROL,MVITA OIL,"2,087,420.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,NICE SUPERMARKET LIMITED,,,"39,440.00000","-39,440.00000",,,,,,,,,,,,,,,,,,,
CAROL,NOSTIMO LTD,"26,680.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,ORIBUT COMPANY LIMITED,,"210,825.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,PERRY FRESH LIMITED,"25,589.60000",,,,,,,,,,,,,,,,,,,,,,
CAROL,PLASITEK LIMITED,"1,067,593.20000",,,,,,,,,,,,,,,,,,,,,,
CAROL,POLMERK INDUSTRIES LIMITED,"22,201.53000",,,,,,,,,,,,,,,,,,,,,,
CAROL,POWERPOINT SYSTEMS EAST AFRICA LIMITED,"18,061.20000",,"17,400.00000",,,,,,,,,,,,,,,,,,,,
CAROL,PRASHA ENTERPRISES,"86,088.24000",,,,,,,,,,,,,,,,,,,,,,
CAROL,PRIMETECH INDUSTRIES E.A. LTD,,,,,"1,345.60000",,,,,,,,,,,,,,,,,,
CAROL,RADHESHYAM SUPPLIERS LIMITED,"9,280.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,RELIABLE PACKERS LIMITED,"900,096.34540",,,,,,,,,,,,,,,,,,,,,,
CAROL,ROGWENK SUPPLIES,"23,200.00000","67,512.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,ROLEK GLOBAL LIMITED,,,,,,,"17,400.00000",,,,,,,,,,,,,,,,
CAROL,ROSHNI DISTRIBUTORS LIMITED,"51,949.40000",,,,,,,,,,,,,,,,,,,,,,
CAROL,SHIZUKA TRADERS LIMITED,,,"560,512.00000","272,832.00000","288,608.00000","271,904.00000","211,584.00000","276,544.00000",,,,,,"387,672.00000","308,328.00000","146,160.00000","222,720.00000","181,656.00000",,,,,
CAROL,SILAFRICA  KENYA LIMITED,,"405,531.36000",,,,,,,,,,,,,,,,,,,,,
CAROL,SOYS LIMITED,"10,996.45200",,,,,,,,,,,,,,,,,,,,,,
CAROL,SPARKLE BRANDS LIMITED,"3,712.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,THE PILL BOX LIMITED,,,"23,200.00000",,,,,,,,,,,,"23,200.00000",,,,,,,,
CAROL,TULIVU GARDENS LIMITED,"16,008.00000","35,496.00000",,,,,,,,,,,,,,,,,,,,,
CAROL,UPLANDS PREMIUM DAIRIES & FOOD,"143,608.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,VIMIT CONVERTERS LTD,,,,,,,,,"1,160,000.00000",,,,,,,,,,,,,,
CAROL,VIVO ENERGY KENYA LIMITED,"10,292.10000",,"61,958.03600",,"37,693.85200",,"20,224.02000","63,813.68800","50,597.46000","22,316.66000","-23,752.04400","33,807.04000","71,449.62000",,,"48,791.92000","38,840.28000","25,530.44000",,,,,
CAROL,VUMUAL WATERSITES AGENCIES,,,,,,,,,,,,,"71,096.40000","54,299.60000","21,715.20000","24,928.40000",,"153,004.00000",,,,,
CAROL,YUSUF SHABAN,,,,,,,,,,,,,,,0.00000,,,,,,,,
CAROL,ZAADA PURIFIED DRNKING WATER LIMITED,"224,784.45200",,,,,,,,,,,,,,,,,,,,,,
CAROL,ZANFOOD & TEA COMPANY LIMITED,"59,508.00000",,,,,,,,,,,,,,,,,,,,,,
CAROL,ZUCCHINI GREENGROCERS LTD,"76,560.00000",,,,,,,,,,,,,,,,,,,,,,
